index,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
25,0.7256063,0.07789728,0.71910447,0.1773653,0.82036114,0.62618077,0.96944004,0.2888669,0.830497,0.6689284
26,0.7230965,0.07591066,0.710963,0.16533938,0.8146776,0.6142137,0.9658421,0.25434405,0.8313993,0.65885854
27,0.7235044,0.07389134,0.7186076,0.18672556,0.8129408,0.6188276,0.9648637,0.24412942,0.8333558,0.6638999
28,0.72414756,0.07899308,0.71998453,0.22504109,0.815488,0.6179273,0.96470505,0.26167557,0.84110606,0.6646408
29,0.7206578,0.07939446,0.7221503,0.2833367,0.8148587,0.62253034,0.96452105,0.2679491,0.8427787,0.6683862
30,0.72148347,0.06889957,0.7182461,0.29622075,0.8158234,0.621605,0.96510464,0.25492704,0.84057605,0.6706052
31,0.71670073,0.06456369,0.7238469,0.31224877,0.814661,0.62195206,0.9657532,0.26892835,0.8341405,0.667961
32,0.7224916,0.06204018,0.72604954,0.2832089,0.8114846,0.60978836,0.96353364,0.25334352,0.8366069,0.6682019
33,0.727044,0.05639103,0.7290276,0.22373646,0.8318288,0.61636245,0.9577999,0.25577348,0.8383136,0.6729465
34,0.72556436,0.05664578,0.72575414,0.1791448,0.83781475,0.621524,0.9558021,0.2693969,0.83866906,0.6703541
35,0.72712743,0.056415915,0.7204881,0.13409531,0.8381824,0.62256145,0.9565998,0.26022282,0.8424226,0.66681236
36,0.71969926,0.060591042,0.72890806,0.14030129,0.8358578,0.61941755,0.95590264,0.25765687,0.8375713,0.6670319
37,0.72443116,0.053981185,0.73140764,0.14534941,0.825284,0.612807,0.95580614,0.26054534,0.84109294,0.6662524
38,0.7227021,0.050730437,0.7252213,0.14365777,0.82740027,0.6153241,0.95127845,0.26380378,0.839504,0.6809114
39,0.7241702,0.052228123,0.7238872,0.15101284,0.8425175,0.6099014,0.95019776,0.2720706,0.8423309,0.686038
40,0.7240459,0.051239133,0.73736364,0.15790862,0.8537721,0.6218323,0.9522166,0.2998412,0.8434485,0.68193483
41,0.73314327,0.052788883,0.7316916,0.17168772,0.8577024,0.6137248,0.9498436,0.3099463,0.85039073,0.6697777
42,0.73036206,0.05126345,0.72406495,0.17976886,0.8428021,0.6118502,0.9431489,0.30388403,0.84574705,0.6795713
43,0.71859384,0.05868444,0.7168377,0.23809582,0.8425262,0.6092917,0.9404744,0.30415916,0.84567505,0.69087595
44,0.72267133,0.061035633,0.7282404,0.2990155,0.85214794,0.59486425,0.9318135,0.30221182,0.84452635,0.67680967
45,0.72393215,0.06753641,0.7444754,0.32078856,0.8663812,0.6117132,0.9401525,0.316908,0.8507861,0.6627292
46,0.72939724,0.07084674,0.7410971,0.30559337,0.86029804,0.6134572,0.9303564,0.31428647,0.8459665,0.6677671
47,0.7061594,0.07309502,0.74230397,0.2990526,0.87211657,0.6109941,0.92273945,0.3125607,0.8436691,0.6897221
48,0.7083086,0.07042223,0.7465085,0.30359352,0.8480031,0.617506,0.91774833,0.32488483,0.84728473,0.6816081
49,0.7198485,0.06878656,0.74977666,0.2654811,0.8328361,0.61662984,0.9019382,0.33213624,0.84624565,0.67664814
50,0.7245375,0.06711006,0.7544148,0.23139292,0.8482457,0.6237922,0.8937298,0.3387692,0.84872425,0.6790495
51,0.7230296,0.062383384,0.7590107,0.23310012,0.8355734,0.6132331,0.8836496,0.32296455,0.8446147,0.6690904
52,0.7267757,0.055108458,0.7734598,0.27585468,0.8509222,0.61261904,0.8734504,0.32201868,0.84078753,0.6757132
53,0.723355,0.053317845,0.76015544,0.30612272,0.84027934,0.61175984,0.85523754,0.31083435,0.8390175,0.6818723
54,0.72812176,0.05394122,0.7526014,0.31209517,0.8256979,0.6193375,0.8301674,0.30970645,0.8455289,0.6852332
55,0.73482645,0.055016547,0.7436038,0.30583465,0.8201332,0.6272867,0.80470675,0.31852257,0.8498653,0.69117683
56,0.7211906,0.051473916,0.7407063,0.30135444,0.80866754,0.61312497,0.78763485,0.3217826,0.8378675,0.6882193
57,0.71543765,0.052261025,0.7400397,0.3063125,0.811256,0.6265912,0.7848995,0.32259423,0.841069,0.6703887
58,0.70927054,0.05685368,0.74280524,0.3006175,0.81549704,0.62652826,0.76661676,0.31774688,0.8465674,0.6499463
59,0.7045884,0.058457553,0.7393286,0.2783263,0.7956884,0.61840993,0.74994886,0.30756128,0.84318507,0.6272548
60,0.7073213,0.05772084,0.7441983,0.2624883,0.78584427,0.61618996,0.7543761,0.32001078,0.8476621,0.6361424
61,0.7135909,0.05604109,0.7459967,0.26101422,0.7727067,0.6162398,0.7253675,0.3308521,0.8406208,0.61951464
62,0.7081109,0.052055627,0.74089384,0.26067138,0.7401217,0.6156132,0.6759026,0.33449,0.8400715,0.6013505
63,0.7049438,0.04916659,0.7387101,0.27516773,0.7212256,0.6204281,0.6092199,0.33250543,0.83420163,0.63609254
64,0.711216,0.048282534,0.7357676,0.27633762,0.72191674,0.6359318,0.56905246,0.33515435,0.83850026,0.63981676
65,0.7052561,0.05077097,0.73918104,0.27665567,0.6746923,0.6397517,0.5591005,0.33716196,0.8394145,0.6273604
66,0.7058779,0.05182466,0.7385905,0.27177632,0.64456904,0.63939595,0.56767845,0.3341068,0.8422073,0.6313443
67,0.7044258,0.052050978,0.7372544,0.2793012,0.65562224,0.6463076,0.5471582,0.3360808,0.8415557,0.6405865
68,0.71337795,0.050748885,0.73516077,0.29241365,0.6238,0.6443385,0.5247315,0.33218974,0.847405,0.63761914
69,0.71426123,0.052365422,0.7290856,0.2922721,0.58293396,0.64012676,0.5285156,0.32365048,0.8495134,0.64878523
70,0.7146507,0.055676043,0.7367439,0.28546506,0.59244466,0.64322937,0.5474066,0.32303885,0.855025,0.6631577
71,0.71814525,0.05563137,0.75078356,0.28445044,0.6232044,0.6488315,0.5831485,0.31976026,0.8555329,0.64689106
72,0.7091436,0.055345237,0.7422873,0.33545527,0.6390331,0.6418344,0.61229914,0.30536363,0.854465,0.6464044
73,0.71862984,0.05604559,0.7543673,0.35307592,0.6709103,0.64348394,0.6727821,0.3100676,0.86019695,0.6612993
74,0.71689755,0.055506915,0.756344,0.33845806,0.71777475,0.6375978,0.7322185,0.32122582,0.8554652,0.6820669
75,0.7206065,0.057335556,0.7448089,0.33260977,0.74477714,0.6273235,0.78261584,0.32580417,0.8531666,0.6755082
76,0.7225518,0.05785024,0.73932946,0.31235883,0.7687674,0.6361736,0.8177886,0.3300137,0.8544303,0.6668781
77,0.72561634,0.054961532,0.7391198,0.3128391,0.7792781,0.62839913,0.83197176,0.3399663,0.86563814,0.6986634
78,0.72699153,0.057475924,0.7411373,0.31079662,0.78899544,0.61962116,0.8349446,0.33819166,0.86013645,0.71395344
79,0.71559036,0.051204264,0.7470076,0.3326371,0.805572,0.5959317,0.82938427,0.3424762,0.85999894,0.68496746
80,0.71722865,0.051351815,0.7494152,0.35105294,0.80733794,0.61842924,0.83857787,0.3454309,0.8669325,0.68334967
81,0.72186196,0.046816617,0.7438805,0.33289525,0.80541646,0.6194324,0.8406987,0.33521664,0.8617569,0.68734515
82,0.7281312,0.05199623,0.73598343,0.33117935,0.80608475,0.61274767,0.83501625,0.32817578,0.8579048,0.69791216
83,0.72211725,0.05163619,0.7438595,0.34159058,0.7943756,0.60912037,0.8280488,0.32038662,0.85638034,0.69914293
84,0.7145683,0.04278919,0.75219655,0.34616548,0.8075909,0.6060068,0.82941324,0.32266665,0.8574037,0.69085515
85,0.711653,0.03977865,0.7508247,0.3115675,0.80997694,0.6010463,0.8252485,0.32011095,0.8611253,0.690611
86,0.71058893,0.043590635,0.74563015,0.28674036,0.8042505,0.60888034,0.8344936,0.31805176,0.8644832,0.6908884
87,0.71573246,0.041407526,0.740327,0.29671288,0.8086532,0.61428297,0.84259653,0.30405468,0.8665065,0.7009869
88,0.7138366,0.0395689,0.74105364,0.30999535,0.81167597,0.61506796,0.8398263,0.30404145,0.85544395,0.69621736
89,0.7149838,0.037636995,0.73617554,0.2854864,0.8072824,0.61013424,0.8172398,0.30979943,0.85427713,0.69023836
90,0.7129525,0.04410565,0.73582965,0.24833596,0.80299556,0.5983834,0.80627775,0.32662204,0.8624948,0.68154395
91,0.7165636,0.040445,0.7333729,0.20503372,0.7975213,0.6058973,0.82864475,0.32447565,0.8599851,0.6872524
92,0.71999156,0.04167646,0.7372933,0.19934565,0.7980396,0.606671,0.8598669,0.3207624,0.8503007,0.68697524
93,0.7197377,0.041291445,0.7407029,0.23076233,0.79883057,0.60515666,0.8669825,0.314238,0.8481483,0.6886576
94,0.7198671,0.043671727,0.7370309,0.2444219,0.80195034,0.60481215,0.88733935,0.2963669,0.85511655,0.68882066
95,0.71877,0.046366155,0.738758,0.25356954,0.8117627,0.60940176,0.9019842,0.2875414,0.8611033,0.69040596
96,0.71537024,0.04310721,0.73219573,0.24741852,0.81309175,0.6013503,0.92767334,0.2807837,0.8631356,0.6913213
97,0.7066439,0.041001916,0.7286689,0.25683665,0.80553836,0.6036836,0.93638337,0.2722471,0.8570702,0.6863255
98,0.70836926,0.040311724,0.7288394,0.26359832,0.81034505,0.6011145,0.9581615,0.24869281,0.86447257,0.6862532
99,0.7053705,0.050493598,0.7300444,0.2748325,0.8156807,0.6058387,0.9717612,0.2365286,0.8604729,0.6884389
100,0.70807385,0.054623216,0.73717356,0.28793782,0.8219156,0.6051196,0.9840157,0.23933071,0.8635545,0.6857493
101,0.70955515,0.04650569,0.73508173,0.34580967,0.8188687,0.6055965,0.9891975,0.25104988,0.8571831,0.6874101
102,0.7106406,0.045966953,0.73644257,0.39211762,0.8172581,0.6023811,0.99200755,0.25207642,0.8578163,0.6879531
103,0.71422786,0.044792145,0.7371988,0.4194443,0.81896406,0.6052643,0.99208045,0.25293547,0.8655567,0.68973786
104,0.71029305,0.036705613,0.72788006,0.44223353,0.80894876,0.60152346,0.9929862,0.24790525,0.8622358,0.67756164
105,0.7157949,0.037645668,0.7348827,0.4390824,0.82458633,0.6130219,0.99402744,0.25732064,0.86662567,0.6879758
106,0.7127371,0.04526496,0.73296475,0.4177532,0.82394636,0.6099589,0.9941214,0.2651668,0.8650396,0.68340474
107,0.71006155,0.04120502,0.7328099,0.4045508,0.8266934,0.6096536,0.9938433,0.2655484,0.86740166,0.6857639
108,0.7046317,0.042822838,0.7291877,0.42089272,0.82885355,0.6034598,0.99357224,0.26347718,0.8630066,0.68152016
109,0.70756996,0.05217594,0.7318707,0.404736,0.83016044,0.6003298,0.99302816,0.2777092,0.86148965,0.6865225
110,0.70425284,0.04586485,0.7293002,0.42111146,0.8262161,0.59966874,0.99386597,0.26999468,0.8600991,0.6850661
111,0.7031791,0.052057803,0.72540927,0.4182114,0.8217715,0.5932294,0.9932486,0.26952326,0.857916,0.6835698
112,0.6970274,0.05281806,0.730871,0.41989702,0.8235604,0.592662,0.99363655,0.28443038,0.8616967,0.691032
113,0.7038823,0.050068766,0.7337495,0.4182527,0.82577795,0.5959699,0.994285,0.28138354,0.8632386,0.6914811
114,0.69850016,0.0488683,0.7311488,0.4253748,0.8278134,0.6022987,0.9944919,0.29141158,0.86242825,0.6907548
115,0.692199,0.059019417,0.7261359,0.41465512,0.827163,0.5952542,0.994728,0.29033482,0.8623256,0.68602353
116,0.69263196,0.058373988,0.7235961,0.4025125,0.8281573,0.5909437,0.9937946,0.28394818,0.86240935,0.67872155
117,0.697737,0.060841978,0.72111917,0.4051713,0.82592535,0.59254926,0.9942223,0.28411195,0.8605623,0.67575824
118,0.6929956,0.06385782,0.7227483,0.41133246,0.8227707,0.59003013,0.99330723,0.29051083,0.8582525,0.6816968
119,0.69066095,0.07519698,0.7229657,0.40515292,0.8149169,0.58972776,0.99240863,0.3021379,0.8580589,0.680008
120,0.689844,0.069327265,0.721912,0.41166037,0.8094193,0.58849955,0.9919612,0.29625136,0.85548496,0.678653
121,0.6884673,0.075305104,0.7188299,0.4034729,0.80605435,0.5867672,0.9925566,0.30603105,0.8563632,0.67656624
122,0.6902596,0.071820706,0.7190138,0.40722373,0.8034321,0.58320177,0.9932053,0.3101895,0.8564271,0.67747355
123,0.6879541,0.07170859,0.7156525,0.40538937,0.79687065,0.58020276,0.9938451,0.29492402,0.8521214,0.6750369
124,0.68888104,0.077189416,0.71334875,0.39705503,0.7981192,0.5817194,0.993941,0.28953108,0.85537016,0.67385197
125,0.6808017,0.06954834,0.7096247,0.38593572,0.8024229,0.5815582,0.99193364,0.28034353,0.8548009,0.66566133
126,0.67234886,0.069419324,0.7116508,0.36357793,0.8079654,0.57710516,0.9880054,0.28420416,0.8597739,0.6627568
127,0.6765208,0.11405772,0.71977603,0.45608285,0.80587137,0.58637214,0.98054814,0.3323726,0.85371953,0.67135847
128,0.697948,0.082591474,0.5685118,0.09020296,0.8225784,0.5860145,0.959481,0.24086222,0.6338861,0.6178122
129,0.7023768,0.0709326,0.5934495,0.084424555,0.81518865,0.6038332,0.96865475,0.25521553,0.6408635,0.6262359
130,0.70546705,0.087280035,0.6009771,0.10417989,0.81418633,0.61088604,0.9670103,0.24939293,0.6396668,0.62172776
131,0.70891005,0.07509267,0.60804135,0.095356256,0.8104595,0.6079448,0.9686996,0.22520691,0.65062124,0.62564576
132,0.7066946,0.092248976,0.609221,0.11852124,0.8150315,0.60068184,0.9702126,0.22879991,0.6439954,0.62367976
133,0.7082114,0.09222174,0.6199253,0.14360529,0.8229825,0.6077828,0.9661858,0.2273229,0.6442485,0.6308182
134,0.70403767,0.091190934,0.62817645,0.17926681,0.83139026,0.60828227,0.9636343,0.24039048,0.64895767,0.63542104
135,0.71587265,0.0843178,0.63197947,0.20392951,0.84040886,0.6107518,0.96538645,0.23619014,0.6465845,0.6391926
136,0.70717716,0.07192162,0.6371309,0.2203795,0.8179282,0.6111198,0.9612791,0.23015627,0.63664126,0.6409224
137,0.7108385,0.06036699,0.643019,0.2180539,0.81294084,0.6106971,0.9590809,0.23099732,0.6441648,0.645735
138,0.71247137,0.07227686,0.64666224,0.22025359,0.81549764,0.6018362,0.96203464,0.25035673,0.6418242,0.6459139
139,0.7077527,0.07091391,0.65425867,0.22927809,0.8124018,0.6019844,0.960937,0.2798138,0.63612616,0.6454446
140,0.7141296,0.068624884,0.66267604,0.22930074,0.8142368,0.60547817,0.9577585,0.29865953,0.64603466,0.65188444
141,0.7167364,0.06614712,0.6670847,0.27160758,0.80989784,0.59990245,0.96315503,0.3327847,0.6753534,0.65096724
142,0.7186852,0.06243974,0.6725716,0.3340726,0.81315255,0.6010005,0.9616764,0.34073004,0.7188788,0.65540874
143,0.71380997,0.056272596,0.67597765,0.41897064,0.814886,0.60015005,0.9593412,0.36098266,0.76046956,0.6553744
144,0.71523136,0.051216304,0.6757149,0.47335353,0.81894875,0.6037968,0.9573047,0.42046553,0.78997684,0.65634865
145,0.7149697,0.049134076,0.67774713,0.51516324,0.8181533,0.6067751,0.95431465,0.4404887,0.810544,0.6536728
146,0.71384287,0.051632017,0.67924225,0.56426084,0.8180009,0.6125195,0.95773345,0.44577608,0.8189966,0.6552042
147,0.7163691,0.060206503,0.68987334,0.48373103,0.81689155,0.6172845,0.9541254,0.39344025,0.82038707,0.6637149
148,0.7184505,0.05396387,0.69204056,0.37449324,0.8175496,0.61531776,0.9524659,0.34948933,0.82034165,0.663349
149,0.7100121,0.056880534,0.69692945,0.23711944,0.8171406,0.61550814,0.9506625,0.3018566,0.81578803,0.65760607
150,0.71000266,0.06743404,0.7003475,0.1656875,0.81389916,0.6207702,0.95049536,0.27661198,0.8181384,0.6610683
151,0.71231997,0.08050448,0.7032344,0.16118282,0.81806624,0.61689913,0.9522729,0.29365653,0.81924975,0.66295123
152,0.7222627,0.07290509,0.70552254,0.15057379,0.822773,0.61998636,0.9511891,0.29669145,0.8243427,0.6672308
153,0.71708477,0.08607113,0.7106557,0.1443237,0.82126844,0.6275494,0.94795364,0.29284096,0.8263333,0.67228657
154,0.71323144,0.084949285,0.71098214,0.14678282,0.81749487,0.6233333,0.9451535,0.2501983,0.8316132,0.67043996
155,0.7211509,0.07766715,0.71415806,0.1739701,0.81635267,0.61951876,0.94047236,0.24531418,0.8415777,0.6711826
156,0.7199472,0.078193694,0.7241852,0.23986912,0.82555497,0.6232818,0.9433859,0.27662623,0.8451242,0.6763702
157,0.71696484,0.080863,0.7200794,0.3082764,0.8208207,0.62094396,0.94482815,0.2622121,0.84214175,0.67819875
158,0.7198287,0.08025786,0.72738856,0.33850396,0.82283825,0.62064064,0.94131124,0.22943997,0.84136677,0.67026377
159,0.7217253,0.06846288,0.7320532,0.32980573,0.8335064,0.62706435,0.94340646,0.23875642,0.8366325,0.66684115
160,0.7281039,0.06213957,0.7276683,0.29533648,0.84158933,0.6183932,0.9464915,0.23067504,0.8386353,0.67100775
161,0.72950035,0.05308801,0.73616135,0.2575599,0.8361201,0.62255967,0.93071383,0.22748876,0.84475917,0.67306423
162,0.7235715,0.051953882,0.7408728,0.19035783,0.7994468,0.600882,0.90908307,0.224502,0.8395105,0.68481016
163,0.71921015,0.046062768,0.74231803,0.15192747,0.79767686,0.59552073,0.91315174,0.21302557,0.83709353,0.6837189
164,0.71511483,0.043114543,0.73990715,0.12826091,0.8294985,0.591944,0.91585183,0.21231502,0.8361204,0.6676185
165,0.7211215,0.04670137,0.72160906,0.12689725,0.8344904,0.5961293,0.9271718,0.21431926,0.83236474,0.66408616
166,0.72719663,0.0427168,0.72571427,0.14079204,0.8490293,0.630118,0.92729104,0.22771025,0.83339006,0.6722426
167,0.72378993,0.0439353,0.7252287,0.15346399,0.85890245,0.63101983,0.9084727,0.23858267,0.8446052,0.67323387
168,0.7102188,0.048832834,0.6944176,0.16829145,0.8449204,0.61121106,0.8869765,0.25400922,0.8358449,0.6696751
169,0.72226286,0.043975145,0.72390753,0.1642335,0.8403591,0.6126206,0.8871276,0.25673854,0.83377635,0.65596676
170,0.7245977,0.043950945,0.76062405,0.1876868,0.835534,0.648109,0.89838374,0.25241315,0.8338034,0.66220236
171,0.7092615,0.052904427,0.7304036,0.28254795,0.8451348,0.6656097,0.8889941,0.25880575,0.8401017,0.67958385
172,0.7152291,0.058668166,0.6998767,0.341768,0.84636706,0.6486851,0.8831837,0.26748857,0.8456974,0.6834626
173,0.7222462,0.06962535,0.68008137,0.336403,0.82715017,0.60974985,0.8659945,0.27709857,0.85234493,0.6668559
174,0.72548854,0.06949654,0.71130973,0.30961856,0.83166826,0.5897079,0.85569763,0.28389928,0.844172,0.6888807
175,0.7269911,0.06625986,0.72207403,0.30135387,0.87268364,0.5731212,0.81988263,0.29202995,0.84152263,0.6905067
176,0.7092539,0.07005572,0.7115638,0.28100717,0.85546356,0.60199374,0.732806,0.3038785,0.83529234,0.6698717
177,0.7142103,0.06427616,0.71592015,0.21755072,0.8090112,0.6087332,0.6459194,0.30059648,0.8444572,0.6356905
178,0.72245574,0.06451413,0.72921485,0.20412102,0.791554,0.6105199,0.6191454,0.3051684,0.85207325,0.61589026
179,0.69792193,0.060582668,0.72619724,0.21778488,0.76326585,0.6027936,0.5470412,0.2987264,0.8486534,0.5877409
180,0.7072419,0.05573234,0.72315013,0.2626987,0.75145817,0.61968553,0.4921863,0.2998949,0.83677906,0.6214455
181,0.71607494,0.054092824,0.7347608,0.2997272,0.62978727,0.6208466,0.444208,0.29640827,0.828554,0.63907206
182,0.72445875,0.058881372,0.73709106,0.30064374,0.5089645,0.61981165,0.38075337,0.30277768,0.8272617,0.5850392
183,0.7349185,0.059865475,0.74546665,0.2783628,0.5404089,0.6178913,0.37235677,0.30916163,0.83952594,0.5330574
184,0.72254556,0.05468294,0.7474613,0.26345384,0.6076298,0.5994202,0.33284605,0.29522547,0.8370402,0.52356863
185,0.71452343,0.052513063,0.729582,0.26697174,0.6171289,0.60739404,0.33058196,0.3254078,0.830196,0.51731735
186,0.70665014,0.05410114,0.7335347,0.2429268,0.5753178,0.63344973,0.31947103,0.33670044,0.84140897,0.48148933
187,0.71640986,0.054035276,0.7069954,0.2108261,0.50579363,0.62840986,0.31141603,0.33328128,0.82558846,0.48158547
188,0.72786826,0.05677095,0.71951526,0.19597882,0.50333256,0.62179637,0.32580715,0.3175547,0.831233,0.48358127
189,0.72668076,0.051835656,0.7226638,0.19019789,0.4962124,0.5777629,0.3241251,0.31256002,0.8331724,0.46679372
190,0.7263525,0.04948908,0.72271097,0.19880247,0.4674898,0.55024505,0.30257922,0.30810678,0.8514487,0.46158782
191,0.7211213,0.048870593,0.7369858,0.20949519,0.44439474,0.54250985,0.29852992,0.3111353,0.854835,0.52480185
192,0.71843374,0.05032575,0.7340773,0.23669428,0.40228626,0.5058815,0.3363452,0.33879572,0.8448796,0.54188347
193,0.70930487,0.050663292,0.739553,0.2557723,0.45388907,0.49227524,0.33832997,0.344365,0.83910745,0.51314646
194,0.7111578,0.05027482,0.7257694,0.26070398,0.46652478,0.47435698,0.33774948,0.3319298,0.8425182,0.51823777
195,0.71742517,0.048041523,0.72625846,0.29053247,0.43821257,0.46382114,0.36931396,0.32421392,0.8374787,0.528786
196,0.72509235,0.049602002,0.72401994,0.31092146,0.39995742,0.45503008,0.37698698,0.3203303,0.83496076,0.5534585
197,0.7296731,0.054575026,0.73231816,0.31867504,0.384986,0.469319,0.34703246,0.31466776,0.8348732,0.569138
198,0.69908506,0.052868873,0.7378103,0.30827433,0.40447512,0.5112424,0.2830614,0.31640798,0.8338683,0.5733127
199,0.6942111,0.057811797,0.74117696,0.3134138,0.4036038,0.54858583,0.25409594,0.32325122,0.83284545,0.5824227
200,0.70053077,0.052958727,0.7413785,0.30041182,0.41894025,0.5451354,0.2794972,0.3088457,0.8354149,0.5932717
201,0.70890796,0.04764816,0.7472397,0.27706808,0.42217138,0.57128054,0.31391215,0.3210917,0.83949715,0.5859279
202,0.70276177,0.055294096,0.73550165,0.27452737,0.44243357,0.58999187,0.34273115,0.3375475,0.85080713,0.5747725
203,0.69878435,0.053108662,0.7337796,0.27934375,0.44876876,0.59537756,0.39627478,0.330703,0.86230284,0.6259428
204,0.7175981,0.047552615,0.7444603,0.26700884,0.51171327,0.6208502,0.50379646,0.3315239,0.8616956,0.6762985
205,0.72235495,0.048473865,0.74945414,0.2587167,0.56147605,0.61280394,0.589707,0.34284142,0.86389405,0.6993164
206,0.7336217,0.050203085,0.7537166,0.28099725,0.62229556,0.6176426,0.6507643,0.3483407,0.86703575,0.6856568
207,0.7312081,0.05084902,0.7570901,0.29887435,0.6941287,0.61247176,0.7157267,0.3409631,0.8685285,0.6959177
208,0.7082122,0.056089938,0.75469637,0.32780507,0.74412024,0.6083498,0.74190813,0.3276344,0.8607015,0.6908069
209,0.70473826,0.049219072,0.75247,0.3185879,0.81102616,0.6059054,0.79591525,0.31771815,0.85018426,0.68821335
210,0.70529705,0.04413721,0.73595434,0.31890655,0.83352524,0.60396063,0.80010957,0.3282044,0.85485125,0.69630563
211,0.703358,0.037510335,0.7261983,0.31070548,0.8396168,0.621155,0.800478,0.31749386,0.8587371,0.6929826
212,0.7119417,0.035789967,0.71272814,0.2886582,0.80921173,0.59932506,0.8003504,0.3203242,0.86961347,0.6929264
213,0.718093,0.035411865,0.6988297,0.27967808,0.7876406,0.5992837,0.7894788,0.33653784,0.8657925,0.6968304
214,0.7348822,0.048304647,0.7307727,0.273448,0.8148241,0.6001683,0.8035454,0.33753926,0.8532055,0.6984485
215,0.73646307,0.04805556,0.761637,0.278458,0.8386916,0.61525077,0.7803605,0.31876925,0.850262,0.7041888
216,0.7182834,0.03294462,0.7487941,0.24733227,0.8290368,0.6250411,0.80526173,0.31034684,0.8609882,0.70245564
217,0.7112968,0.03111127,0.74013263,0.24062908,0.82945424,0.62649107,0.8022695,0.31935194,0.8619951,0.7049873
218,0.71474725,0.03758371,0.74388367,0.19160655,0.8238998,0.61457187,0.78335917,0.33997887,0.8510284,0.6955501
219,0.7126163,0.04028055,0.7394253,0.15582731,0.8084521,0.62226874,0.764035,0.3355462,0.84288275,0.68121785
220,0.7130088,0.03596461,0.7386423,0.15440041,0.80552924,0.6165613,0.7532842,0.3109244,0.8484088,0.68432283
221,0.71205497,0.031861335,0.7407104,0.21769565,0.7977248,0.60992557,0.77645195,0.28493392,0.8542853,0.6838337
222,0.7159718,0.033914655,0.7398122,0.2416482,0.792328,0.6157322,0.8437411,0.28383124,0.8511691,0.69732636
223,0.7173134,0.038082212,0.74097186,0.24341315,0.7818427,0.6090326,0.88774765,0.2780406,0.851188,0.71255356
224,0.7169699,0.03735119,0.7326073,0.24619824,0.79653955,0.59928083,0.9176563,0.28599364,0.85720474,0.69950175
225,0.7097633,0.03596881,0.724608,0.24279934,0.79328614,0.6047925,0.9321629,0.27640194,0.8513887,0.6909527
